datetime,agency_cd,site_no,datetime,178581_00060_00001,178581_00060_00001_cd,178582_00060_00002,178582_00060_00002_cd
2006-09-18,USGS,8180000,2006-09-18,11.6,A,10.3,A
2006-09-19,USGS,8180000,2006-09-19,13.0,A,11.6,A
2006-09-20,USGS,8180000,2006-09-20,15.5,A,13.0,A
2006-09-21,USGS,8180000,2006-09-21,19.1,A,15.5,A
2006-09-22,USGS,8180000,2006-09-22,21.3,A,18.6,A
2006-09-23,USGS,8180000,2006-09-23,23.0,A,21.3,A
2006-09-24,USGS,8180000,2006-09-24,23.6,A,22.5,A
2006-09-25,USGS,8180000,2006-09-25,24.2,A,23.0,A
2006-09-26,USGS,8180000,2006-09-26,24.2,A,23.6,A
2006-09-27,USGS,8180000,2006-09-27,24.8,A,24.2,A
2006-09-28,USGS,8180000,2006-09-28,24.8,A,24.2,A
2006-09-29,USGS,8180000,2006-09-29,24.2,A,22.5,A
2006-09-30,USGS,8180000,2006-09-30,23.6,A,21.9,A
2006-10-01,USGS,8180000,2006-10-01,22.5,A,21.3,A
2006-10-02,USGS,8180000,2006-10-02,21.9,A,20.8,A
2006-10-03,USGS,8180000,2006-10-03,21.3,A,20.8,A
2006-10-04,USGS,8180000,2006-10-04,21.3,A,20.2,A
2006-10-05,USGS,8180000,2006-10-05,21.3,A,19.1,A
2006-10-06,USGS,8180000,2006-10-06,20.2,A,18.6,A
2006-10-07,USGS,8180000,2006-10-07,19.6,A,18.6,A
2006-10-08,USGS,8180000,2006-10-08,21.3,A,18.6,A
2006-10-09,USGS,8180000,2006-10-09,19.1,A,18.0,A
2006-10-10,USGS,8180000,2006-10-10,23.6,A,18.0,A
2006-10-11,USGS,8180000,2006-10-11,23.0,A,21.3,A
2006-10-12,USGS,8180000,2006-10-12,23.0,A,20.8,A
2006-10-13,USGS,8180000,2006-10-13,20.8,A,19.1,A
2006-10-14,USGS,8180000,2006-10-14,20.8,A,19.6,A
2006-10-15,USGS,8180000,2006-10-15,20.8,A,19.6,A
2006-10-16,USGS,8180000,2006-10-16,20.8,A,19.6,A
2006-10-17,USGS,8180000,2006-10-17,19.6,A,19.1,A
2006-10-18,USGS,8180000,2006-10-18,19.6,A,19.1,A
2006-10-19,USGS,8180000,2006-10-19,19.6,A,17.5,A
2006-10-20,USGS,8180000,2006-10-20,18.6,A,17.0,A
2006-10-21,USGS,8180000,2006-10-21,18.0,A,17.0,A
2006-10-22,USGS,8180000,2006-10-22,18.0,A,16.0,A
2006-10-23,USGS,8180000,2006-10-23,17.0,A,16.5,A
2006-10-24,USGS,8180000,2006-10-24,17.0,A,16.5,A
2006-10-27,USGS,8180000,2006-10-27,20.2,A,17.5,A
2006-10-28,USGS,8180000,2006-10-28,18.0,A,17.0,A
2006-10-29,USGS,8180000,2006-10-29,18.0,A,17.0,A
2006-10-30,USGS,8180000,2006-10-30,18.0,A,17.0,A
2006-10-31,USGS,8180000,2006-10-31,18.0,A,17.0,A
2006-11-01,USGS,8180000,2006-11-01,18.6,A,17.5,A
2006-11-02,USGS,8180000,2006-11-02,19.6,A,18.0,A
2006-11-03,USGS,8180000,2006-11-03,21.3,A,19.6,A
2006-11-04,USGS,8180000,2006-11-04,22.5,A,20.8,A
2006-11-05,USGS,8180000,2006-11-05,24.2,A,22.5,A
2006-11-06,USGS,8180000,2006-11-06,24.8,A,23.6,A
2006-11-07,USGS,8180000,2006-11-07,23.6,A,23.0,A
2006-11-08,USGS,8180000,2006-11-08,23.6,A,23.0,A
2006-11-09,USGS,8180000,2006-11-09,24.2,A,23.0,A
2006-11-10,USGS,8180000,2006-11-10,24.2,A,23.0,A
2006-11-11,USGS,8180000,2006-11-11,23.6,A,19.1,A
2006-11-12,USGS,8180000,2006-11-12,20.2,A,19.1,A
2006-11-13,USGS,8180000,2006-11-13,20.8,A,19.6,A
2006-11-14,USGS,8180000,2006-11-14,20.8,A,19.6,A
2006-11-17,USGS,8180000,2006-11-17,17.5,A,0.0,A
2006-11-18,USGS,8180000,2006-11-18,18.0,A,17.0,A
2006-11-19,USGS,8180000,2006-11-19,18.0,A,17.0,A
2006-11-20,USGS,8180000,2006-11-20,18.0,A,17.0,A
2006-11-21,USGS,8180000,2006-11-21,18.0,A,17.0,A
2006-11-22,USGS,8180000,2006-11-22,18.0,A,17.0,A
2006-11-23,USGS,8180000,2006-11-23,18.6,A,17.0,A
2006-11-24,USGS,8180000,2006-11-24,18.0,A,17.0,A
2006-11-25,USGS,8180000,2006-11-25,18.0,A,17.0,A
2006-11-26,USGS,8180000,2006-11-26,18.6,A,17.5,A
2006-11-27,USGS,8180000,2006-11-27,19.1,A,18.0,A
2006-11-28,USGS,8180000,2006-11-28,19.1,A,18.0,A
2006-11-29,USGS,8180000,2006-11-29,19.1,A,18.0,A
2006-11-30,USGS,8180000,2006-11-30,20.2,A,10.8,A
2006-12-01,USGS,8180000,2006-12-01,11.6,A,10.8,A
2006-12-02,USGS,8180000,2006-12-02,11.6,A,11.2,A
2006-12-03,USGS,8180000,2006-12-03,12.6,A,11.2,A
2006-12-04,USGS,8180000,2006-12-04,13.5,A,11.6,A
2006-12-05,USGS,8180000,2006-12-05,15.0,A,12.1,A
2006-12-06,USGS,8180000,2006-12-06,16.5,A,13.0,A
2006-12-07,USGS,8180000,2006-12-07,18.6,A,15.5,A
2006-12-08,USGS,8180000,2006-12-08,23.0,A,18.0,A
2006-12-09,USGS,8180000,2006-12-09,25.4,A,20.8,A
2006-12-10,USGS,8180000,2006-12-10,27.3,A,23.6,A
2006-12-11,USGS,8180000,2006-12-11,27.9,A,24.8,A
2006-12-12,USGS,8180000,2006-12-12,27.3,A,21.9,A
2006-12-13,USGS,8180000,2006-12-13,24.8,A,21.9,A
2006-12-14,USGS,8180000,2006-12-14,25.4,A,22.5,A
2006-12-15,USGS,8180000,2006-12-15,26.1,A,23.0,A
2006-12-16,USGS,8180000,2006-12-16,26.1,A,23.6,A
2006-12-17,USGS,8180000,2006-12-17,26.1,A,23.0,A
2006-12-18,USGS,8180000,2006-12-18,26.1,A,23.0,A
2006-12-19,USGS,8180000,2006-12-19,26.1,A,23.0,A
2006-12-20,USGS,8180000,2006-12-20,24.8,A,19.6,A
2006-12-21,USGS,8180000,2006-12-21,22.5,A,19.6,A
2006-12-22,USGS,8180000,2006-12-22,21.9,A,19.6,A
2006-12-23,USGS,8180000,2006-12-23,26.7,A,19.6,A
2006-12-24,USGS,8180000,2006-12-24,27.9,A,24.2,A
2006-12-25,USGS,8180000,2006-12-25,27.9,A,20.2,A
2006-12-26,USGS,8180000,2006-12-26,20.8,A,18.6,A
2006-12-27,USGS,8180000,2006-12-27,21.3,A,18.6,A
2006-12-28,USGS,8180000,2006-12-28,22.5,A,19.6,A
2006-12-29,USGS,8180000,2006-12-29,24.8,A,19.6,A
2006-12-30,USGS,8180000,2006-12-30,24.2,A,19.6,A
2006-12-31,USGS,8180000,2006-12-31,22.5,A,0.0,A
2007-01-01,USGS,8180000,2007-01-01,0.0,A,0.0,A
2007-01-02,USGS,8180000,2007-01-02,0.0,A,0.0,A
2007-01-03,USGS,8180000,2007-01-03,0.0,A,0.0,A
2007-01-04,USGS,8180000,2007-01-04,0.0,A,0.0,A
2007-01-05,USGS,8180000,2007-01-05,0.0,A,0.0,A
2007-01-06,USGS,8180000,2007-01-06,0.0,A,0.0,A
2007-01-07,USGS,8180000,2007-01-07,0.0,A,0.0,A
2007-01-08,USGS,8180000,2007-01-08,0.0,A,0.0,A
2007-01-09,USGS,8180000,2007-01-09,0.0,A,0.0,A
2007-01-10,USGS,8180000,2007-01-10,0.0,A,0.0,A
2007-01-11,USGS,8180000,2007-01-11,40.4,A,0.0,A
2007-01-12,USGS,8180000,2007-01-12,45.3,A,39.7,A
2007-01-13,USGS,8180000,2007-01-13,50.9,A,44.4,A
2007-01-14,USGS,8180000,2007-01-14,53.8,A,48.0,A
2007-01-15,USGS,8180000,2007-01-15,55.7,A,34.6,A
2007-01-18,USGS,8180000,2007-01-18,37.5,A,35.3,A
2007-01-19,USGS,8180000,2007-01-19,38.2,A,36.1,A
2007-01-20,USGS,8180000,2007-01-20,38.2,A,36.8,A
2007-01-22,USGS,8180000,2007-01-22,39.7,A,36.8,A
2007-01-23,USGS,8180000,2007-01-23,39.7,A,37.5,A
2007-01-24,USGS,8180000,2007-01-24,39.7,A,37.5,A
2007-01-25,USGS,8180000,2007-01-25,40.4,A,38.2,A
2007-01-26,USGS,8180000,2007-01-26,40.4,A,38.2,A
2007-01-27,USGS,8180000,2007-01-27,40.4,A,38.2,A
2007-01-28,USGS,8180000,2007-01-28,41.2,A,38.2,A
2007-01-29,USGS,8180000,2007-01-29,41.2,A,37.5,A
2007-01-30,USGS,8180000,2007-01-30,39.7,A,36.1,A
2007-01-31,USGS,8180000,2007-01-31,37.5,A,0.0,A
2007-02-01,USGS,8180000,2007-02-01,0.0,A,0.0,A
2007-02-02,USGS,8180000,2007-02-02,0.0,A,0.0,A
2007-02-03,USGS,8180000,2007-02-03,0.0,A,0.0,A
2007-02-04,USGS,8180000,2007-02-04,0.0,A,0.0,A
2007-02-05,USGS,8180000,2007-02-05,0.0,A,0.0,A
2007-02-06,USGS,8180000,2007-02-06,0.0,A,0.0,A
2007-02-07,USGS,8180000,2007-02-07,0.0,A,0.0,A
2007-02-08,USGS,8180000,2007-02-08,0.0,A,0.0,A
2007-02-09,USGS,8180000,2007-02-09,0.0,A,0.0,A
2007-02-10,USGS,8180000,2007-02-10,0.0,A,0.0,A
2007-02-11,USGS,8180000,2007-02-11,0.0,A,0.0,A
2007-02-12,USGS,8180000,2007-02-12,0.0,A,0.0,A
2007-02-13,USGS,8180000,2007-02-13,0.0,A,0.0,A
2007-02-14,USGS,8180000,2007-02-14,0.0,A,0.0,A
2007-02-15,USGS,8180000,2007-02-15,0.0,A,0.0,A
2007-02-16,USGS,8180000,2007-02-16,0.0,A,0.0,A
2007-02-17,USGS,8180000,2007-02-17,0.0,A,0.0,A
2007-02-18,USGS,8180000,2007-02-18,0.0,A,0.0,A
2007-02-19,USGS,8180000,2007-02-19,0.0,A,0.0,A
2007-02-20,USGS,8180000,2007-02-20,0.0,A,0.0,A
2007-02-21,USGS,8180000,2007-02-21,0.0,A,0.0,A
2007-02-22,USGS,8180000,2007-02-22,0.0,A,0.0,A
2007-02-23,USGS,8180000,2007-02-23,0.0,A,0.0,A
2007-02-24,USGS,8180000,2007-02-24,0.0,A,0.0,A
2007-02-25,USGS,8180000,2007-02-25,0.0,A,0.0,A
2007-02-26,USGS,8180000,2007-02-26,0.0,A,0.0,A
2007-02-27,USGS,8180000,2007-02-27,0.0,A,0.0,A
2007-02-28,USGS,8180000,2007-02-28,0.0,A,0.0,A
2007-03-01,USGS,8180000,2007-03-01,51.8,A,0.0,A
2007-03-02,USGS,8180000,2007-03-02,76.4,A,51.8,A
2007-03-03,USGS,8180000,2007-03-03,91.2,A,75.2,A
2007-03-04,USGS,8180000,2007-03-04,97.7,A,87.4,A
2007-03-05,USGS,8180000,2007-03-05,103.0,A,48.0,A
2007-03-06,USGS,8180000,2007-03-06,53.8,A,49.9,A
2007-03-07,USGS,8180000,2007-03-07,55.7,A,51.8,A
2007-03-08,USGS,8180000,2007-03-08,57.8,A,52.8,A
2007-03-09,USGS,8180000,2007-03-09,58.8,A,54.7,A
2007-03-10,USGS,8180000,2007-03-10,59.8,A,54.7,A
2007-03-11,USGS,8180000,2007-03-11,66.2,A,54.7,A
2007-03-12,USGS,8180000,2007-03-12,66.2,A,59.8,A
2007-03-13,USGS,8180000,2007-03-13,71.8,A,0.08,A
2007-03-14,USGS,8180000,2007-03-14,0.08,A,0.0,A
2007-03-15,USGS,8180000,2007-03-15,0.0,A,0.0,A
2007-03-16,USGS,8180000,2007-03-16,0.0,A,0.0,A
2007-03-17,USGS,8180000,2007-03-17,0.0,A,0.0,A
2007-03-18,USGS,8180000,2007-03-18,0.0,A,0.0,A
2007-03-19,USGS,8180000,2007-03-19,0.0,A,0.0,A
2007-03-20,USGS,8180000,2007-03-20,0.0,A,0.0,A
2007-03-21,USGS,8180000,2007-03-21,0.0,A,0.0,A
2007-03-22,USGS,8180000,2007-03-22,0.0,A,0.0,A
2007-03-23,USGS,8180000,2007-03-23,0.0,A,0.0,A
2007-03-24,USGS,8180000,2007-03-24,0.0,A,0.0,A
2007-03-25,USGS,8180000,2007-03-25,0.0,A,0.0,A
2007-03-26,USGS,8180000,2007-03-26,0.48,A,0.0,A
2007-03-27,USGS,8180000,2007-03-27,0.0,A,0.0,A
2007-03-28,USGS,8180000,2007-03-28,0.0,A,0.0,A
2007-03-29,USGS,8180000,2007-03-29,0.0,A,0.0,A
2007-03-30,USGS,8180000,2007-03-30,0.0,A,0.0,A
2007-03-31,USGS,8180000,2007-03-31,0.0,A,0.0,A
2007-04-01,USGS,8180000,2007-04-01,0.0,A,0.0,A
2007-04-02,USGS,8180000,2007-04-02,0.0,A,0.0,A
2007-04-03,USGS,8180000,2007-04-03,0.0,A,0.0,A
2007-04-04,USGS,8180000,2007-04-04,0.0,A,0.0,A
2007-04-05,USGS,8180000,2007-04-05,0.0,A,0.0,A
2007-04-06,USGS,8180000,2007-04-06,0.0,A,0.0,A
2007-04-07,USGS,8180000,2007-04-07,0.0,A,0.0,A
2007-04-08,USGS,8180000,2007-04-08,0.0,A,0.0,A
2007-04-09,USGS,8180000,2007-04-09,0.0,A,0.0,A
2007-04-10,USGS,8180000,2007-04-10,0.0,A,0.0,A
2007-04-11,USGS,8180000,2007-04-11,0.0,A,0.0,A
2007-04-12,USGS,8180000,2007-04-12,0.0,A,0.0,A
2007-04-13,USGS,8180000,2007-04-13,0.0,A,0.0,A
2007-04-14,USGS,8180000,2007-04-14,0.0,A,0.0,A
2007-04-15,USGS,8180000,2007-04-15,0.0,A,0.0,A
2007-04-16,USGS,8180000,2007-04-16,0.0,A,0.0,A
2007-04-17,USGS,8180000,2007-04-17,0.0,A,0.0,A
2007-04-18,USGS,8180000,2007-04-18,0.0,A,0.0,A
2007-04-19,USGS,8180000,2007-04-19,0.0,A,0.0,A
2007-04-20,USGS,8180000,2007-04-20,0.0,A,0.0,A
2007-04-21,USGS,8180000,2007-04-21,0.0,A,0.0,A
2007-04-22,USGS,8180000,2007-04-22,0.0,A,0.0,A
2007-04-23,USGS,8180000,2007-04-23,0.0,A,0.0,A
2007-04-24,USGS,8180000,2007-04-24,0.0,A,0.0,A
2007-04-25,USGS,8180000,2007-04-25,0.0,A,0.0,A
2007-04-26,USGS,8180000,2007-04-26,0.0,A,0.0,A
2007-04-27,USGS,8180000,2007-04-27,0.0,A,0.0,A
2007-04-28,USGS,8180000,2007-04-28,0.0,A,0.0,A
2007-04-29,USGS,8180000,2007-04-29,0.0,A,0.0,A
2007-04-30,USGS,8180000,2007-04-30,4.55,A,0.0,A
2007-05-01,USGS,8180000,2007-05-01,0.0,A,0.0,A
2007-05-02,USGS,8180000,2007-05-02,0.0,A,0.0,A
2007-05-03,USGS,8180000,2007-05-03,0.0,A,0.0,A
2007-05-04,USGS,8180000,2007-05-04,0.0,A,0.0,A
2007-05-05,USGS,8180000,2007-05-05,0.0,A,0.0,A
2007-05-06,USGS,8180000,2007-05-06,0.0,A,0.0,A
2007-05-07,USGS,8180000,2007-05-07,0.0,A,0.0,A
2007-05-08,USGS,8180000,2007-05-08,0.0,A,0.0,A
2007-05-09,USGS,8180000,2007-05-09,0.0,A,0.0,A
2007-05-10,USGS,8180000,2007-05-10,0.0,A,0.0,A
2007-05-11,USGS,8180000,2007-05-11,0.0,A,0.0,A
2007-05-12,USGS,8180000,2007-05-12,0.0,A,0.0,A
2007-05-13,USGS,8180000,2007-05-13,0.0,A,0.0,A
2007-05-14,USGS,8180000,2007-05-14,0.0,A,0.0,A
2007-05-15,USGS,8180000,2007-05-15,0.0,A,0.0,A
2007-05-16,USGS,8180000,2007-05-16,0.0,A,0.0,A
2007-05-17,USGS,8180000,2007-05-17,0.0,A,0.0,A
2007-05-18,USGS,8180000,2007-05-18,0.0,A,0.0,A
2007-05-19,USGS,8180000,2007-05-19,0.0,A,0.0,A
2007-05-20,USGS,8180000,2007-05-20,0.0,A,0.0,A
2007-05-21,USGS,8180000,2007-05-21,0.0,A,0.0,A
2007-05-22,USGS,8180000,2007-05-22,0.0,A,0.0,A
2007-05-23,USGS,8180000,2007-05-23,0.0,A,0.0,A
2007-05-24,USGS,8180000,2007-05-24,0.0,A,0.0,A
2007-05-25,USGS,8180000,2007-05-25,0.0,A,0.0,A
2007-05-26,USGS,8180000,2007-05-26,0.0,A,0.0,A
2007-05-27,USGS,8180000,2007-05-27,4.82,A,0.0,A
2007-05-28,USGS,8180000,2007-05-28,0.0,A,0.0,A
2007-05-29,USGS,8180000,2007-05-29,0.0,A,0.0,A
2007-05-30,USGS,8180000,2007-05-30,0.0,A,0.0,A
2007-05-31,USGS,8180000,2007-05-31,0.0,A,0.0,A
2007-06-01,USGS,8180000,2007-06-01,67.3,A,0.0,A
2007-06-02,USGS,8180000,2007-06-02,66.2,A,61.9,A
2007-06-03,USGS,8180000,2007-06-03,66.2,A,61.9,A
2007-06-04,USGS,8180000,2007-06-04,66.2,A,61.9,A
2007-06-05,USGS,8180000,2007-06-05,65.1,A,60.9,A
2007-06-06,USGS,8180000,2007-06-06,66.2,A,59.8,A
2007-06-07,USGS,8180000,2007-06-07,63.0,A,56.7,A
2007-06-08,USGS,8180000,2007-06-08,61.9,A,56.7,A
2007-06-09,USGS,8180000,2007-06-09,63.0,A,55.7,A
2007-06-10,USGS,8180000,2007-06-10,64.0,A,57.8,A
2007-06-11,USGS,8180000,2007-06-11,66.2,A,58.8,A
2007-06-12,USGS,8180000,2007-06-12,65.1,A,59.8,A
2007-06-13,USGS,8180000,2007-06-13,65.1,A,58.8,A
2007-06-14,USGS,8180000,2007-06-14,64.0,A,59.8,A
2007-06-15,USGS,8180000,2007-06-15,95.1,A,60.9,A
2007-06-16,USGS,8180000,2007-06-16,93.8,A,26.1,A
2007-06-17,USGS,8180000,2007-06-17,27.3,A,0.0,A
2007-06-18,USGS,8180000,2007-06-18,0.0,A,0.0,A
2007-06-19,USGS,8180000,2007-06-19,0.0,A,0.0,A
2007-06-20,USGS,8180000,2007-06-20,0.0,A,0.0,A
2007-06-21,USGS,8180000,2007-06-21,0.0,A,0.0,A
2007-06-22,USGS,8180000,2007-06-22,0.0,A,0.0,A
2007-06-23,USGS,8180000,2007-06-23,0.0,A,0.0,A
2007-06-24,USGS,8180000,2007-06-24,0.0,A,0.0,A
2007-06-25,USGS,8180000,2007-06-25,0.0,A,0.0,A
2007-06-26,USGS,8180000,2007-06-26,0.0,A,0.0,A
2007-06-27,USGS,8180000,2007-06-27,0.0,A,0.0,A
2007-06-28,USGS,8180000,2007-06-28,5.69,A,0.0,A
2007-06-29,USGS,8180000,2007-06-29,0.0,A,0.0,A
2007-06-30,USGS,8180000,2007-06-30,0.0,A,0.0,A
2007-07-01,USGS,8180000,2007-07-01,0.0,A,0.0,A
2007-07-02,USGS,8180000,2007-07-02,0.0,A,0.0,A
2007-07-03,USGS,8180000,2007-07-03,5.99,A,0.0,A
2007-07-04,USGS,8180000,2007-07-04,0.0,A,0.0,A
2007-07-05,USGS,8180000,2007-07-05,0.0,A,0.0,A
2007-07-06,USGS,8180000,2007-07-06,0.0,A,0.0,A
2007-07-07,USGS,8180000,2007-07-07,0.0,A,0.0,A
2007-07-08,USGS,8180000,2007-07-08,0.0,A,0.0,A
2007-07-09,USGS,8180000,2007-07-09,0.0,A,0.0,A
2007-07-10,USGS,8180000,2007-07-10,0.0,A,0.0,A
2007-07-11,USGS,8180000,2007-07-11,0.0,A,0.0,A
2007-07-12,USGS,8180000,2007-07-12,0.0,A,0.0,A
2007-07-13,USGS,8180000,2007-07-13,0.0,A,0.0,A
2007-07-14,USGS,8180000,2007-07-14,0.0,A,0.0,A
2007-07-15,USGS,8180000,2007-07-15,0.0,A,0.0,A
2007-07-16,USGS,8180000,2007-07-16,0.0,A,0.0,A
2007-07-17,USGS,8180000,2007-07-17,0.0,A,0.0,A
2007-07-18,USGS,8180000,2007-07-18,0.0,A,0.0,A
2007-07-19,USGS,8180000,2007-07-19,0.0,A,0.0,A
2007-07-20,USGS,8180000,2007-07-20,6.3,A,0.0,A
2007-07-21,USGS,8180000,2007-07-21,5.39,A,0.0,A
2007-07-22,USGS,8180000,2007-07-22,0.0,A,0.0,A
2007-07-23,USGS,8180000,2007-07-23,0.0,A,0.0,A
2007-07-24,USGS,8180000,2007-07-24,0.0,A,0.0,A
2007-07-25,USGS,8180000,2007-07-25,0.0,A,0.0,A
2007-07-26,USGS,8180000,2007-07-26,0.0,A,0.0,A
2007-07-27,USGS,8180000,2007-07-27,0.0,A,0.0,A
2007-07-28,USGS,8180000,2007-07-28,0.0,A,0.0,A
2007-07-29,USGS,8180000,2007-07-29,0.0,A,0.0,A
2007-07-30,USGS,8180000,2007-07-30,0.0,A,0.0,A
2007-07-31,USGS,8180000,2007-07-31,0.0,A,0.0,A
2007-08-01,USGS,8180000,2007-08-01,0.0,A,0.0,A
2007-08-02,USGS,8180000,2007-08-02,0.0,A,0.0,A
2007-08-03,USGS,8180000,2007-08-03,0.0,A,0.0,A
2007-08-04,USGS,8180000,2007-08-04,0.0,A,0.0,A
2007-08-05,USGS,8180000,2007-08-05,0.0,A,0.0,A
2007-08-06,USGS,8180000,2007-08-06,0.0,A,0.0,A
2007-08-07,USGS,8180000,2007-08-07,0.0,A,0.0,A
2007-08-08,USGS,8180000,2007-08-08,0.0,A,0.0,A
2007-08-09,USGS,8180000,2007-08-09,0.0,A,0.0,A
2007-08-10,USGS,8180000,2007-08-10,0.0,A,0.0,A
2007-08-11,USGS,8180000,2007-08-11,0.0,A,0.0,A
2007-08-12,USGS,8180000,2007-08-12,0.0,A,0.0,A
2007-08-13,USGS,8180000,2007-08-13,0.0,A,0.0,A
2007-08-14,USGS,8180000,2007-08-14,0.0,A,0.0,A
2007-08-15,USGS,8180000,2007-08-15,0.0,A,0.0,A
2007-08-16,USGS,8180000,2007-08-16,9.91,A,0.0,A
2007-08-17,USGS,8180000,2007-08-17,0.0,A,0.0,A
2007-08-18,USGS,8180000,2007-08-18,0.0,A,0.0,A
2007-08-19,USGS,8180000,2007-08-19,0.0,A,0.0,A
2007-08-20,USGS,8180000,2007-08-20,0.0,A,0.0,A
2007-08-21,USGS,8180000,2007-08-21,0.0,A,0.0,A
2007-08-22,USGS,8180000,2007-08-22,0.0,A,0.0,A
2007-08-23,USGS,8180000,2007-08-23,0.0,A,0.0,A
2007-08-24,USGS,8180000,2007-08-24,0.0,A,0.0,A
2007-08-25,USGS,8180000,2007-08-25,0.0,A,0.0,A
2007-08-26,USGS,8180000,2007-08-26,0.0,A,0.0,A
2007-08-27,USGS,8180000,2007-08-27,0.0,A,0.0,A
2007-08-28,USGS,8180000,2007-08-28,0.0,A,0.0,A
2007-08-29,USGS,8180000,2007-08-29,0.0,A,0.0,A
2007-08-30,USGS,8180000,2007-08-30,0.0,A,0.0,A
2007-08-31,USGS,8180000,2007-08-31,0.0,A,0.0,A
2007-09-01,USGS,8180000,2007-09-01,0.0,A,0.0,A
2007-09-02,USGS,8180000,2007-09-02,0.0,A,0.0,A
2007-09-03,USGS,8180000,2007-09-03,0.0,A,0.0,A
2007-09-04,USGS,8180000,2007-09-04,0.0,A,0.0,A
2007-09-05,USGS,8180000,2007-09-05,0.48,A,0.0,A
2007-09-06,USGS,8180000,2007-09-06,0.0,A,0.0,A
2007-09-07,USGS,8180000,2007-09-07,0.0,A,0.0,A
2007-09-08,USGS,8180000,2007-09-08,0.0,A,0.0,A
2007-09-09,USGS,8180000,2007-09-09,0.0,A,0.0,A
2007-09-10,USGS,8180000,2007-09-10,0.0,A,0.0,A
2007-09-11,USGS,8180000,2007-09-11,0.0,A,0.0,A
2007-09-12,USGS,8180000,2007-09-12,0.0,A,0.0,A
2007-09-13,USGS,8180000,2007-09-13,36.1,A,0.0,A
2007-09-14,USGS,8180000,2007-09-14,37.5,A,33.3,A
2007-09-15,USGS,8180000,2007-09-15,36.1,A,33.3,A
2007-09-16,USGS,8180000,2007-09-16,37.5,A,34.6,A
2007-09-17,USGS,8180000,2007-09-17,38.2,A,33.9,A
2007-09-18,USGS,8180000,2007-09-18,37.5,A,33.9,A
2007-09-19,USGS,8180000,2007-09-19,37.5,A,33.9,A
2007-09-20,USGS,8180000,2007-09-20,37.5,A,35.3,A
2007-09-21,USGS,8180000,2007-09-21,38.2,A,33.9,A
2007-09-22,USGS,8180000,2007-09-22,37.5,A,32.6,A
2007-09-23,USGS,8180000,2007-09-23,35.3,A,33.3,A
2007-09-24,USGS,8180000,2007-09-24,34.6,A,32.6,A
2007-09-25,USGS,8180000,2007-09-25,34.6,A,32.6,A
2007-09-26,USGS,8180000,2007-09-26,34.6,A,32.6,A
2007-09-27,USGS,8180000,2007-09-27,65.1,A,31.9,A
2007-09-28,USGS,8180000,2007-09-28,65.1,A,59.8,A
2007-09-29,USGS,8180000,2007-09-29,65.1,A,60.9,A
